gazetteer_name,gaode_map_item,place_type,match_status,visual_priority,occurrence_count,in_curated_checklist,primary_year,earliest_year,latest_year,year_list,year_count,time_type,year_source,time_anchor_note,lon,lat,coord_source,coord_status,coord_crs,coord_note,gaode_check_action,first_context,time_context,notes
跃进河,跃进河,waterway,review,medium,8,1,1991,1968,2017,1968;1991;2017,3,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。 || 1991年12月，宝尹村跃进河南新建变压电所72平方米，室内安置有160千伏安发电机，撤去原3台变压器。,
金家河,金家河,waterway,review,medium,2,1,1991,1950,2017,1950;1968;1991;2017,4,改革开放初期,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家村河、跃进河、澹台湖北运河、牛桩浜东港、金家河、金星内河、新华内河等河道，并对村庄进行旧房改造、动迁安置；居民生活小区实施环境、卫生、安全等长,第五章城市化建设168表5-21968—2017年宝带桥社区境域开拓、疏通河道统计表开拓时间河道名称长度/米备注1968.1钱家村河5001968.1黄家浜2501968.1兴隆河4001972.1金家村河20001974.8内河2条12501974.8内河2条12501976.1跃进河12001989.9澹台湖北运河1000为保护宝带桥开拓1996.3牛桩浜东港5002002.1金家河300与宝尹村牛桩浜衔接桥梁境域为水乡，旧时跨越河湖的桥梁除宝带桥之外，多为小桥，且是简陋木桥、竹桥。 || 1950年1月至1991年12月，境域拆除的旧桥、危桥有夹河溇竹桥、牛桩桥、钱家木桥、金家河木桥等，改造的老桥、危桥有潘家桥、王家浜竹桥、迎丰桥、梁家桥、朱家桥、牛桩浜石拱桥、馨欣桥等7座，新建的桥梁有幸福桥、王家浜桥、红星桥、朱塔浜木桥、胜利桥、夹河溇竹桥、塘角桥、朱塔浜桥、跃进1号桥、跃进2号桥、钱家石拱桥、金家石拱桥等12座。,
石湖东路,石湖东路,road,matched,high,37,1,1992,1949,2020,1949;1992;2002;2005;2006;2011;2013;2016;2017;2020,10,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6480306,31.2499288,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 石湖东路,核对高德道路标签,、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷；境内有宝带桥·澹台湖景区，景色旖旎。境域属海洋性季风气候，四季分明，受太,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 2002年9月1日，地处境域石湖东路35号、占地面积达33076平方米、建筑面积15830平方米的碧波中学建成开学。 || 是年，地处石湖东路占地面积1863.2平方米、建筑面积1257.23平方米的宝南第二幢办公大楼建成启用（2013年因城镇建设规划拆迁）。,
迎春南路,迎春南路,road,matched,high,55,1,1992,155,2017,155;157;161;163;1949;1992;1995;1998;2001;2004;2005;2006;2008;2010;2011;2014;2017,17,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6409075,31.2519478,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 迎春南路,核对高德道路标签,大运河，分别与郭巷街道、吴中高新区相望，南接城南街道红庄社区，西连新江、龙南社区，北临江南运河；迎春南路穿越境域南北，石湖东路贯通境域东西，交通便捷；境内有宝带桥·澹台湖景区，景色旖旎。境域属海洋性季,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 苏州方达制罐有限公司1998年4月创办，位于迎春南路90号。 || 苏州白金汉爵大酒店有限公司2010年1月开张，位于迎春南路97号。,
东吴南路,东吴南路,road,matched,medium,9,1,1992,1949,2017,1949;1989;1992;2002;2017,5,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6294373,31.2616784,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 东吴南路,核对高德道路标签,归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 1989年9月，宝带桥西侧公路桥拆除，公路改道走十苏王公路（后更名东吴南路）。 || 1992年10月，境域公路交通建设发展迅速，至2017年12月，先后建起东西向东吴南路、天灵路、石湖东路、澄湖东路、澄湖中路等5条公路；,
天灵路,天灵路,road,matched,medium,10,1,1992,1949,2017,1949;1992;1993;1994;1995;1996;2016;2017,8,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6365128,31.2451661,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 天灵路,核对高德道路标签,后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 苏州市江远热电有限责任公司1993年5月创办，位于天灵路2号。 || 苏州石川制铁有限公司1994年9月创办，位于天灵路10、12、19号。,
宝丰路,宝丰路,road,matched,medium,4,1,1992,1949,2017,1949;1992;1995;2017,4,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6416318,31.2395058,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 宝丰路,核对高德道路标签,先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。,
宝通路,宝通路,road,matched,medium,4,1,1992,1949,2017,1949;1992;1995;2017,4,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6510084,31.2414682,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 宝通路,核对高德道路标签,上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。,
澄湖东路,澄湖东路,road,matched,medium,3,1,1992,1949,2017,1949;1992;2017,3,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6540795,31.2413217,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 澄湖东路,核对高德道路标签,公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 1992年10月，境域公路交通建设发展迅速，至2017年12月，先后建起东西向东吴南路、天灵路、石湖东路、澄湖东路、澄湖中路等5条公路； || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。,
澄湖中路,澄湖中路,road,matched,medium,4,1,1992,1949,2017,1949;1992;2017,3,开发区建设,manual_anchor,1992年划归吴县经济技术开发区后按规划建设道路交通,120.6423644,31.2414273,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM exact -> GCJ-02; 澄湖中路,核对高德道路标签,设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥,1949年10月后，特别是改革开放划归吴县经济技术开发区后，按建设规划，在公路、河道、居民住宅、环境卫生上着手，先后建造了东西走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路； || 1992年10月，境域公路交通建设发展迅速，至2017年12月，先后建起东西向东吴南路、天灵路、石湖东路、澄湖东路、澄湖中路等5条公路； || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。,
下塔里桥,下塔里桥,bridge,review,medium,1,1,1992,1992,1992,1992,1,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴隆河、金家,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。,
古塘河,古塘河,waterway,review,medium,7,1,1992,1992,2017,1992;2017,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、,表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。 || 表5-12017年12月宝带桥社区境域公路建设情况统计表路名起止长度/米建成时间走向东吴南路古运河—古塘河18211992.10东西迎春南路东吴南路—澹台湖大桥27561993.5南北天灵路古运河—古塘河16941993.12东西宝通路天灵路—东吴南路9861998.12南北宝丰路澄湖中路—东吴南路6501998.12南北澄湖东路古运河—迎春南路11382000.10东西澄湖中路迎春南路—古塘河5702000.10东西石湖东路古运河—古塘河16361995.10东西2017年12月，途经境域的公交车有91路、92路、101路、514路、612路、66路、57路、5002路和快线6号。,
古塘河桥,古塘河桥,bridge,review,medium,4,1,1992,1992,2017,1992;2017,2,开发区建设,context_sentence,,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,走向的东吴南路、石湖东路、天灵路、澄湖中路、澄湖东路，南北走向的迎春南路、宝通路、宝丰路；构筑了古塘河桥、下塔里桥、石湖东路公路桥、钱家桥、金家桥、8号不锈钢栏桥等桥梁；开拓疏通了钱家村河、黄家浜、兴,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1,
天灵路东2号桥,天灵路东2号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6365128,31.2451661,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM contains -> GCJ-02; 天灵路,在高德矢量底图逐项核对同名或近名标签,度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地,
天灵路西1号桥,天灵路西1号桥,bridge,review,medium,2,1,1992,1992,2017,1992;2017,2,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6365128,31.2451661,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM contains -> GCJ-02; 天灵路,在高德矢量底图逐项核对同名或近名标签,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景,
宝丰路9号桥,宝丰路9号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6416318,31.2395058,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM contains -> GCJ-02; 宝丰路,在高德矢量底图逐项核对同名或近名标签,天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。并在宝带桥·澹台湖景区建起了异形钢结构景观桥。拆除的旧桥、危桥有廿五基,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || .5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996.10宝尹泥河港迎丰桥1996.10宝尹泥河港梁家桥1996.10宝尹泥河港跃进1号桥1996.10宝尹泥河港跃进2号桥1996.10宝尹沿字港胜利桥1996.10宝尹西南港红星桥1996.10混凝土拱,
宝通路北4号桥,宝通路北4号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,120.6510084,31.2414682,osm_wgs84_to_gcj02,fallback_coord,GCJ-02,OSM contains -> GCJ-02; 宝通路,在高德矢量底图逐项核对同名或近名标签,，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王,
宝通路南5号桥,宝通路南5号桥,bridge,review,medium,2,1,1992,1992,2017,1992;1995;2017,3,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。并在宝带,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-41995—2017年宝带桥社区境域拆除旧桥、危桥统计表地址桥名拆除时间备注宝南东下田廿五基桥1995.10宝尹王家浜王家浜桥1996.1竹桥宝尹东南港馨欣桥1996,
澄湖东路3号桥,澄湖东路3号桥,bridge,review,medium,2,1,1992,1992,2017,1992;2017,2,开发区建设,manual_anchor,1992年8月始境域桥梁建设速度、质量提高,,,,missing,,,在高德矢量底图逐项核对同名或近名标签,，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥,1992年8月始，境域桥梁建设速度、质量有了提高，新建公路桥梁有古塘河桥、下塔里桥、石湖东路桥、天灵路西1号桥、澄湖东路3号桥、天灵路东2号桥、宝通路北4号桥、宝通路南5号桥、迎春南路钱家桥、迎春南路7号桥、迎春南路8号桥、宝丰路9号桥、迎春南路金家桥等13座。 || 169表5-31992—2017年宝带桥社区境域新建桥梁统计表桥梁名称建成时间结构跨径/米宽度/米古塘河桥1992.12简支空心板梁3040.5下塔星桥1992.12简支空心板梁12.2520石湖东路桥1995.10简支空心板梁19.546.2天灵路西1号桥1995.10简支空心板梁16.839澄湖东路3号桥1995.10简支空心板梁811.95天灵路东2号桥1995.10简支空心板梁12.634.2宝通路北4号桥1995.10简支空心板梁1313.2宝通路南5号桥1995.10简支空心板梁1213.2迎春南路钱家桥1995.10简支空心板梁4239.6迎春南路7号桥1998.3简支空心板梁1335.3迎春南路8号桥1998.3简支空心板梁1635.5宝丰路9号桥1998.4简支空心板梁1312迎春南路金家桥2003.3简支空心板梁13.138.9宝带桥·澹台湖景区景观桥2017.12钢结构拱桥110318表5-419,
